Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
2222124,No,7,90,E2,45.83,38.89,-4.76,No,No,Female,Employee Referral,4,AXON,Noida,30,Joined
2222151,No,1,0,E2,42.02,42.02,0,No,Yes,Male,Direct,3,INFRA,Chennai,26,Joined
2222381,Yes,13,30,E1,55.17,7.76,-30.56,No,Yes,Female,Direct,6,ERS,Noida,31,Joined
2222383,No,12,30,E2,49.05,55.83,4.55,No,No,Male,Direct,2,INFRA,Chennai,25,Joined
2222418,Yes,1,30,E2,19.05,19.05,0,No,No,Male,Direct,7,EAS,Chennai,34,Joined
2222513,Yes,34,30,E3,22.22,36.08,11.34,No,No,Male,Direct,8,INFRA,Noida,33,Not Joined
2222527,No,126,30,E1,42.86,20,-16,No,No,Female,Employee Referral,5,BFSI,Bangalore,29,Not Joined
2222537,No,23,45,E2,33.33,16.67,-12.5,No,Yes,Male,Direct,6,INFRA,Chennai,29,Joined
2222583,No,6,60,E1,50,68,12,No,No,Male,Agency,1,INFRA,Gurgaon,23,Joined
2222597,Yes,21,30,E2,33.33,28.89,-3.33,No,Yes,Male,Employee Referral,4,INFRA,Noida,29,Joined
2222607,Yes,11,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,5,INFRA,Others,28,Joined
2222656,Yes,7,0,E1,61.08,61.08,0,No,Yes,Male,Direct,3,ERS,Chennai,27,Joined
2222684,Yes,41,60,E2,28.38,28.38,0,No,No,Female,Employee Referral,6,BFSI,Bangalore,28,Joined
2222711,No,,45,E1,,60.92,,No,No,Male,Employee Referral,3,BFSI,Bangalore,27,Not Joined
2222753,No,0,0,E2,22.6,22.6,0,No,Yes,Male,Employee Referral,6,INFRA,Noida,29,Joined
2222760,No,3,30,E1,66.67,83.33,10,No,No,Female,Employee Referral,2,INFRA,Noida,26,Joined
2222811,No,1,0,E1,12.82,-25.54,-34,No,No,Male,Direct,8,ERS,Noida,32,Joined
2222823,No,,45,E1,36.36,18.18,-13.33,No,No,Female,Employee Referral,4,BFSI,Bangalore,28,Not Joined
2222862,Yes,11,30,E1,100,80,-10,No,No,Male,Employee Referral,5,EAS,Chennai,28,Not Joined
2222876,No,1,30,E2,85.71,46.86,-20.92,No,No,Male,Direct,7,INFRA,Noida,33,Joined
2223049,Yes,14,30,E2,28.57,28.57,0,No,No,Male,Direct,6,ERS,Chennai,30,Joined
2223129,No,,45,E3,30.77,22.47,-6.34,No,No,Male,Direct,7,INFRA,Noida,35,Not Joined
2223201,Yes,31,30,E1,21.67,15,-5.48,No,No,Male,Direct,3,ERS,Bangalore,31,Not Joined
2223214,Yes,26,30,E1,,,,No,Yes,Female,Direct,3,ERS,Chennai,25,Joined
2223249,Yes,,30,E2,24.38,6.14,-14.67,No,No,Male,Employee Referral,5,SALES,Noida,32,Joined
2223277,No,1,30,E1,27.27,-1.82,-22.86,No,No,Female,Direct,1,INFRA,Noida,24,Joined
2223477,No,,0,E2,21.68,21.68,0,No,Yes,Male,Direct,5,INFRA,Chennai,30,Joined
2223478,No,7,30,E1,27.66,17.02,-8.33,No,No,Male,Employee Referral,2,ERS,Chennai,26,Joined
2223515,Yes,65,120,E1,,43.48,,No,No,Male,Direct,9,ERS,Bangalore,28,Not Joined
2223526,Yes,117,120,E2,22.22,22.22,0,No,No,Male,Employee Referral,7,ETS,Bangalore,35,Not Joined
2223563,No,,30,E1,,,,No,Yes,Female,Direct,1,INFRA,Noida,25,Joined
2223608,No,,30,E2,20.32,20.32,0,No,Yes,Female,Direct,4,INFRA,Noida,25,Joined
2223618,No,,0,E1,33.82,33.82,0,No,Yes,Male,Direct,5,EAS,Chennai,29,Joined
2223638,Yes,66,30,E2,44.44,77.78,23.08,No,No,Male,Direct,3,INFRA,Noida,29,Joined
2223690,No,,60,E1,30.43,-11.96,-32.5,No,No,Female,Direct,3,ERS,Noida,29,Not Joined
2223724,No,1,0,E1,61.9,52.38,-5.88,No,Yes,Male,Direct,5,CSMP,Noida,32,Joined
2223780,No,17,30,E1,-10,-10,0,No,No,Female,Employee Referral,5,BFSI,Chennai,32,Joined
2223825,Yes,,120,E2,,,,No,No,Male,Direct,2,INFRA,Noida,26,Not Joined
2223850,No,0,0,E2,60.26,60.26,0,No,Yes,Male,Direct,3,INFRA,Noida,30,Joined
2223906,No,8,0,E1,31.58,31.58,0,No,No,Male,Direct,4,ETS,Bangalore,27,Not Joined
2223946,No,4,30,E1,30.23,30.23,0,No,No,Male,Direct,3,ETS,Bangalore,30,Joined
2224105,Yes,28,60,E3,19.46,19.46,0,No,No,Male,Employee Referral,11,INFRA,Noida,36,Joined
2224106,No,1,45,E3,,,,No,Yes,Male,Direct,5,INFRA,Noida,26,Joined
2224118,Yes,60,60,E2,66.67,83.33,10,No,Yes,Male,Employee Referral,4,INFRA,Noida,27,Joined
2224128,No,,0,E2,,,,No,Yes,Male,Direct,9,INFRA,Noida,36,Joined
2224129,Yes,87,90,E1,32.35,17.65,-11.11,No,No,Male,Employee Referral,4,ERS,Bangalore,28,Not Joined
2224150,No,,30,E1,55.84,55.84,0,No,Yes,Female,Direct,4,AXON,Chennai,29,Joined
2224193,Yes,0,0,E1,-1.67,-1.67,0,No,No,Male,Direct,3,EAS,Chennai,26,Joined
2224219,Yes,,30,E1,30,30,0,No,Yes,Male,Direct,4,AXON,Bangalore,27,Joined
2224233,No,19,30,E1,27.36,27.36,0,No,No,Male,Direct,4,AXON,Chennai,32,Joined
2224244,No,27,30,E1,36.9,36.9,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
2224332,No,109,120,E2,42.45,42.45,0,No,No,Male,Direct,8,BFSI,Bangalore,39,Not Joined
2224341,Yes,-24,0,E1,,,,No,Yes,Male,Direct,4,ERS,Hyderabad,31,Joined
2224384,Yes,19,45,E1,12.5,0,-11.11,No,Yes,Female,Direct,5,ERS,Noida,28,Joined
2224421,No,,45,E3,33.33,44.44,8.33,No,No,Male,Direct,9,INFRA,Noida,30,Joined
2224445,No,,60,E3,29.41,23.53,-4.55,No,No,Male,Direct,7,INFRA,Noida,35,Not Joined
2224449,No,0,30,E1,,,,No,Yes,Male,Direct,1,INFRA,Noida,24,Joined
2224457,No,17,30,E2,30,54.76,19.05,No,Yes,Male,Employee Referral,4,INFRA,Noida,28,Joined
2224503,No,,60,E2,44.19,44.19,0,No,No,Male,Direct,2,INFRA,Chennai,24,Not Joined
2224512,Yes,32,45,E1,50,24,-17.33,No,No,Female,Direct,3,AXON,Bangalore,26,Joined
2224538,Yes,20,60,E3,,,,No,No,Male,Employee Referral,6,INFRA,Noida,33,Joined
2224575,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,23,Joined
2224577,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,23,Joined
2224581,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,23,Joined
2224585,No,154,0,E0,,,,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
2224587,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,23,Joined
2224592,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,23,Joined
2224649,No,155,0,E0,,,,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
2224666,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,23,Joined
2224672,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,23,Joined
2224674,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,23,Joined
2224676,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,24,Joined
2224679,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,22,Joined
2224685,No,0,45,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,23,Joined
2224693,No,154,0,E0,,,,No,No,Male,Direct,0,INFRA,Noida,23,Not Joined
2224694,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,23,Joined
2224830,No,,30,E1,53.85,53.85,0,No,Yes,Male,Direct,3,ERS,Chennai,27,Joined
2224859,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,24,Joined
2224860,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,22,Joined
2224863,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,23,Joined
2224865,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,22,Joined
2224868,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,23,Joined
2224871,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,24,Joined
2224873,No,155,0,E0,,,,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
2224876,No,2,30,E1,50,65,10,No,Yes,Male,Direct,2,INFRA,Noida,24,Joined
2224877,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,25,Joined
2224880,No,154,0,E0,,,,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
2224881,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,24,Joined
2224883,No,154,0,E0,,,,No,No,Female,Direct,0,INFRA,Noida,24,Not Joined
2224886,No,,0,E0,,,,No,Yes,Female,Direct,0,INFRA,Noida,22,Joined
2224887,No,156,0,E0,,,,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
2224892,No,155,0,E0,,,,No,No,Male,Direct,0,INFRA,Noida,23,Not Joined
2224893,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,25,Joined
2224964,No,,30,E1,125,125,0,No,No,Male,Employee Referral,1,INFRA,Noida,23,Not Joined
2225053,Yes,12,0,E1,18.37,18.37,0,No,No,Male,Direct,4,BFSI,Bangalore,29,Joined
2225085,Yes,,120,E1,,52.94,,No,No,Female,Employee Referral,3,ETS,Noida,28,Not Joined
2225098,Yes,52,60,E2,42.86,42.86,0,No,No,Female,Employee Referral,4,INFRA,Gurgaon,28,Joined
2225100,No,7,0,E1,50,37.5,-8.33,No,No,Male,Direct,1,INFRA,Noida,25,Joined
2225111,Yes,9,60,E1,36.36,18.18,-13.33,Yes,No,Female,Agency,4,ERS,Noida,28,Joined
2225127,No,2,75,E1,28.87,,,No,No,Male,Direct,5,ERS,Bangalore,33,Not Joined
2225144,No,1,30,E2,57.14,85.71,18.18,No,No,Male,Employee Referral,3,INFRA,Bangalore,27,Joined
2225176,No,1,0,E1,52.84,15.28,-24.57,No,Yes,Male,Direct,1,INFRA,Noida,25,Joined
2225215,Yes,96,120,E2,50.2,50.2,0,No,No,Male,Direct,3,INFRA,Chennai,27,Joined
2225216,No,6,0,E1,108.33,108.33,0,No,Yes,Male,Direct,3,BFSI,Bangalore,28,Joined
2225236,Yes,89,90,E2,12,12,0,No,No,Male,Direct,6,INFRA,Chennai,32,Joined
2225237,No,4,30,E1,52.78,44.44,-5.45,No,Yes,Male,Direct,3,ERS,Chennai,31,Joined
2225253,No,,30,E1,69.77,69.77,0,No,Yes,Male,Direct,2,INFRA,Noida,25,Joined
2225254,Yes,6,0,E1,13.46,13.46,0,No,No,Male,Direct,4,BFSI,Bangalore,26,Joined
2225270,No,2,0,E2,55.84,55.84,0,No,No,Male,Direct,7,ETS,Bangalore,29,Joined
2225284,No,4,30,E1,,,,No,Yes,Male,Direct,3,EAS,Chennai,29,Joined
2225294,No,3,75,E2,,,,No,No,Male,Direct,6,ERS,Chennai,29,Not Joined
2225308,No,,60,E3,33,33,0,No,No,Male,Direct,5,INFRA,Chennai,31,Not Joined
2225359,No,4,30,E1,31.58,33.77,1.67,No,No,Male,Employee Referral,6,CSMP,Noida,29,Joined
2225375,No,6,60,E1,37.25,33.33,-2.86,No,Yes,Male,Direct,3,ETS,Hyderabad,27,Joined
2225377,Yes,25,30,E1,38.89,30.56,-6,No,No,Male,Direct,4,INFRA,Mumbai,26,Joined
2225392,Yes,46,30,E1,27.78,27.78,0,No,No,Male,Agency,4,BFSI,Bangalore,26,Joined
2225445,No,41,45,E3,5.41,5.41,0,No,No,Male,Direct,11,ERS,Bangalore,34,Joined
2225463,Yes,88,30,E2,42.86,35.72,-5,No,No,Male,Direct,5,INFRA,Chennai,28,Joined
2225472,No,,45,E1,,46.49,,No,No,Female,Employee Referral,3,BFSI,Bangalore,27,Not Joined
2225473,No,,0,E1,81.82,36.36,-25,No,No,Male,Direct,3,BFSI,Bangalore,29,Joined
2225482,No,19,30,E2,18.18,0.91,-14.62,No,No,Male,Employee Referral,11,ERS,Chennai,36,Not Joined
2225515,No,3,0,E3,33.33,17.37,-11.97,No,No,Male,Employee Referral,8,INFRA,Noida,36,Joined
2225521,Yes,2,45,E1,,,,No,Yes,Male,Direct,7,ERS,Bangalore,31,Joined
2225524,No,0,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,6,INFRA,Noida,28,Joined
2225528,Yes,40,30,E2,,,,No,No,Male,Direct,11,INFRA,Noida,35,Joined
2225537,Yes,36,30,E2,42.01,18.34,-16.67,No,No,Male,Employee Referral,6,ETS,Noida,29,Joined
2225580,No,0,0,E1,1.54,1.54,0,No,No,Male,Direct,4,ERS,Bangalore,26,Joined
2225582,No,3,30,E2,,,,No,Yes,Male,Direct,7,INFRA,Noida,37,Joined
2225610,Yes,,60,E3,22.3,,,No,No,Male,Direct,9,ETS,Bangalore,33,Not Joined
2225711,No,32,30,E1,38.89,38.89,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
2225731,No,63,30,E2,33.33,33.33,0,No,No,Male,Direct,6,INFRA,Bangalore,33,Joined
2225746,No,,0,E2,37.93,37.93,0,No,No,Male,Direct,6,INFRA,Noida,46,Not Joined
2225771,No,20,75,E3,25,78.13,42.5,No,No,Male,Direct,5,INFRA,Noida,31,Not Joined
2225793,No,2,75,E3,33.33,137.5,78.13,No,Yes,Male,Direct,5,INFRA,Noida,29,Joined
2225807,Yes,3,0,E1,38.89,38.89,0,No,Yes,Male,Direct,3,ERS,Chennai,28,Joined
2225906,No,,0,E1,,,,No,Yes,Male,Direct,5,ETS,Bangalore,30,Joined
2225924,Yes,4,30,E2,79.02,62.75,-9.09,No,No,Male,Direct,8,EAS,Chennai,32,Joined
2225952,No,7,60,E2,,,,No,No,Male,Employee Referral,8,EAS,Hyderabad,31,Not Joined
2225958,No,48,30,E2,42.86,42.86,0,No,No,Male,Direct,5,INFRA,Noida,30,Joined
2226009,No,,30,E2,38.46,38.46,0,No,No,Male,Direct,6,ETS,Bangalore,30,Joined
2226059,No,31,60,E1,79.17,79.17,0,No,No,Male,Employee Referral,4,CSMP,Gurgaon,30,Joined
2226060,No,,0,E1,,,,No,Yes,Male,Direct,1,INFRA,Noida,25,Joined
2226080,No,8,75,E1,,,,No,No,Male,Employee Referral,4,AXON,Chennai,31,Not Joined
2226197,Yes,,30,E1,106.61,106.61,0,No,No,Female,Direct,3,ERS,Chennai,25,Joined
2226207,No,,45,E2,,,,No,Yes,Male,Direct,5,INFRA,Bangalore,27,Joined
2226216,Yes,1,0,E1,26.58,26.58,0,No,Yes,Male,Direct,6,ERS,Bangalore,31,Joined
2226270,No,1,30,E1,41.67,42.29,0.44,No,No,Male,Agency,7,ERS,Chennai,30,Joined
2226279,Yes,8,30,E1,37.04,37.04,0,No,Yes,Male,Employee Referral,2,INFRA,Noida,25,Joined
2226315,Yes,47,60,E1,56.86,47.06,-6.25,No,Yes,Male,Direct,7,CSMP,Kolkata,29,Joined
2226343,Yes,9,30,E1,,,,No,No,Female,Employee Referral,3,EAS,Bangalore,25,Not Joined
2226352,No,,0,E2,27.17,27.17,0,No,Yes,Male,Direct,8,ERS,Chennai,35,Joined
2226400,No,0,75,E1,53.33,53.33,0,No,Yes,Male,Direct,3,ERS,Noida,28,Joined
2226407,No,,0,E2,60,24,-22.5,No,No,Male,Direct,8,ERS,Chennai,32,Not Joined
2226412,No,,30,E5,,20,,No,No,Male,Direct,10,INFRA,Noida,45,Not Joined
2226427,Yes,15,30,E1,,40.63,,No,No,Male,Agency,3,ERS,Chennai,25,Not Joined
2226443,No,4,45,E2,33.33,96.67,47.5,No,Yes,Male,Direct,5,ERS,Noida,33,Joined
2226489,No,29,45,E3,6.19,6.19,0,No,No,Male,Direct,13,ERS,Chennai,37,Joined
2226523,Yes,72,120,E2,,,,No,No,Male,Direct,6,ERS,Chennai,31,Not Joined
2226546,No,0,0,E2,25,25,0,No,Yes,Male,Employee Referral,4,INFRA,Noida,25,Joined
2226552,No,46,30,E2,25,20.59,-3.53,No,No,Male,Employee Referral,3,INFRA,Bangalore,27,Joined
2226559,No,,0,E1,100,85,-7.5,No,No,Female,Employee Referral,1,INFRA,Noida,24,Not Joined
2226560,No,,0,E2,104.55,93.18,-5.55,No,Yes,Male,Direct,4,SALES,Bangalore,29,Joined
2226569,Yes,20,30,E2,60,53.33,-4.17,No,No,Male,Employee Referral,6,EAS,Noida,31,Joined
2226605,No,3,0,E1,20,20,0,No,No,Female,Employee Referral,4,INFRA,Chennai,28,Not Joined
2226617,No,2,30,E1,,,,No,Yes,Male,Direct,5,BFSI,Mumbai,29,Joined
2226679,Yes,5,75,E1,16.28,16.28,0,No,Yes,Male,Direct,7,CSMP,Noida,32,Joined
2226694,No,2,30,E1,70.87,33.73,-21.74,No,No,Male,Employee Referral,3,INFRA,Noida,28,Joined
2226739,Yes,50,60,E2,36.36,27.27,-6.67,No,No,Male,Direct,7,AXON,Chennai,34,Joined
2226789,Yes,14,30,E2,50,9.38,-27.08,No,No,Male,Employee Referral,6,AXON,Kolkata,33,Joined
2226829,Yes,17,30,E2,27.91,23.26,-3.64,No,No,Male,Direct,7,AXON,Bangalore,31,Joined
2226839,No,3,60,E3,30.21,35.42,4,No,No,Male,Direct,5,INFRA,Chennai,33,Joined
2226868,No,80,30,E3,-5.26,-5.26,0,No,No,Male,Employee Referral,10,ERS,Chennai,36,Joined
2226887,No,,0,E0,,,,No,Yes,Male,Direct,0,INFRA,Noida,21,Joined
2226988,No,1,0,E1,14.29,2.86,-10,No,No,Female,Direct,4,AXON,Chennai,30,Joined
2227004,Yes,25,75,E2,71.43,71.43,0,No,No,Male,Direct,5,ETS,Chennai,27,Joined
2227007,No,32,60,E2,37.93,37.93,0,No,No,Female,Direct,7,ERS,Chennai,31,Not Joined
2227033,Yes,3,45,E2,51.79,51.79,0,No,No,Female,Direct,5,EAS,Chennai,28,Not Joined
2227083,Yes,1,60,E1,,,,No,No,Male,Direct,5,EAS,Chennai,27,Joined
2227119,Yes,17,75,E1,33.93,33.93,0,No,No,Male,Direct,4,AXON,Noida,29,Not Joined
2227145,No,3,75,E1,55.74,48.33,-4.76,No,No,Male,Direct,3,ERS,Chennai,26,Joined
2227146,No,1,45,E2,,,,No,Yes,Male,Direct,8,Healthcare,Noida,33,Joined
2227158,No,4,0,E3,41.18,58.5,12.27,No,Yes,Male,Direct,7,INFRA,Mumbai,33,Joined
2227169,Yes,38,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,4,INFRA,Noida,28,Joined
2227172,Yes,98,90,E2,38.89,94.44,40,No,No,Male,Direct,2,INFRA,Chennai,29,Joined
2227197,Yes,27,60,E2,40,12,-20,No,No,Female,Direct,9,AXON,Kolkata,34,Joined
2227198,No,3,90,E1,20.97,20.97,0,No,No,Male,Direct,6,ERS,Bangalore,26,Joined
2227331,No,,30,E1,,,,No,Yes,Male,Employee Referral,3,ETS,Chennai,30,Joined
2227371,No,1,0,E3,39.04,36.15,-2.08,No,Yes,Male,Employee Referral,6,INFRA,Noida,33,Joined
2227381,Yes,54,75,E2,10.53,2.63,-7.14,Yes,No,Male,Employee Referral,6,AXON,Noida,31,Joined
2227474,No,,0,E0,28.57,17.86,-8.33,No,No,Male,Employee Referral,5,BSERV,Noida,36,Joined
2227563,Yes,23,30,E1,15.38,15.38,0,No,No,Female,Direct,5,ERS,Chennai,32,Joined
2227630,Yes,66,30,E3,29.45,29.45,0,No,No,Male,Employee Referral,8,INFRA,Noida,34,Joined
2227682,Yes,7,45,E1,39.13,30.43,-6.25,No,Yes,Male,Employee Referral,4,AXON,Noida,27,Joined
2228335,No,13,30,E1,55.56,51.11,-2.86,No,Yes,Male,Employee Referral,5,ETS,Noida,28,Joined
2228955,Yes,52,120,E1,33.33,-13.33,-35,No,No,Male,Employee Referral,2,ERS,Noida,26,Not Joined
2229287,Yes,7,30,E1,46.67,46.67,0,No,No,Female,Direct,3,CSMP,Noida,27,Joined
2229362,No,49,75,E3,36.79,36.79,0,No,Yes,Male,Direct,8,INFRA,Noida,31,Joined
2229526,Yes,8,30,E1,86.67,133.33,25,No,No,Male,Employee Referral,1,ERS,Noida,26,Joined
2229527,No,35,30,E1,50,20,-20,No,No,Male,Direct,2,INFRA,Noida,25,Not Joined
2229595,Yes,,30,E3,66.67,60,-4,No,No,Male,Direct,5,INFRA,Chennai,26,Not Joined
2229614,Yes,59,120,E2,37.5,45,5.45,No,Yes,Female,Employee Referral,3,INFRA,Noida,26,Joined
2229645,No,0,30,E1,53.85,116.15,40.5,No,No,Male,Employee Referral,1,INFRA,Noida,23,Joined
2229863,No,,60,E1,18.18,32,11.69,No,No,Female,Agency,5,ERS,Noida,28,Not Joined
2230421,Yes,12,30,E1,25,18.06,-5.56,No,No,Male,Agency,3,CSMP,Noida,25,Not Joined
2230827,Yes,127,90,E2,0.26,-7.59,-7.83,Yes,No,Male,Employee Referral,6,AXON,Noida,32,Not Joined
2230930,No,8,60,E1,11.11,11.11,0,No,Yes,Male,Agency,3,BFSI,Chennai,28,Joined
2231438,No,1,60,E2,23.19,30.43,5.88,No,No,Male,Employee Referral,6,INFRA,Chennai,32,Joined
2231493,No,49,30,E1,12.9,-11.29,-21.43,No,No,Male,Employee Referral,4,Healthcare,Noida,28,Not Joined
2231530,Yes,24,30,E2,20,30,8.33,No,No,Male,Employee Referral,12,INFRA,Noida,41,Joined
2231561,No,3,30,E2,30,54.06,18.51,No,No,Male,Employee Referral,7,INFRA,Noida,30,Joined
2231597,No,,30,E4,78.13,78.13,0,No,No,Female,Direct,10,INFRA,Noida,40,Joined
2232310,Yes,77,90,E2,20,21.88,1.56,Yes,No,Female,Direct,6,ETS,Chennai,28,Joined
2232835,Yes,65,60,E1,75.16,43.31,-18.18,No,No,Male,Employee Referral,3,BFSI,Bangalore,26,Not Joined
2233088,Yes,65,60,E3,38.46,38.46,0,No,No,Male,Employee Referral,8,INFRA,Noida,33,Joined
2233137,Yes,11,30,E1,50,67.5,11.67,No,No,Male,Agency,2,INFRA,Noida,25,Joined
2233511,No,1,0,E1,21.74,-6.09,-22.86,No,Yes,Male,Employee Referral,2,INFRA,Noida,27,Joined
2233530,No,19,30,E1,25,25,0,No,No,Male,Direct,3,CSMP,Noida,24,Joined
2233700,No,59,45,E2,46.15,46.15,0,No,No,Male,Employee Referral,6,INFRA,Noida,33,Not Joined
2233764,Yes,58,30,E1,,23.61,,No,No,Male,Employee Referral,5,BFSI,Chennai,28,Not Joined
2234187,Yes,34,60,E2,-0.94,-2.94,-2.02,No,No,Male,Employee Referral,8,INFRA,Noida,33,Joined
2234424,No,6,30,E1,60,60,0,No,No,Male,Employee Referral,2,CSMP,Noida,24,Joined
2234459,Yes,26,60,E1,25,25,0,No,No,Male,Employee Referral,4,INFRA,Noida,27,Not Joined
2234726,No,0,45,E1,38.89,38.89,0,No,No,Male,Employee Referral,3,ERS,Chennai,26,Joined
2235213,No,,30,E2,16.67,-26.25,-36.79,No,No,Male,Direct,8,ERS,Noida,33,Not Joined
2235336,No,5,75,E1,33.33,44.44,8.33,Yes,No,Male,Employee Referral,3,ERS,Noida,26,Not Joined
2235809,Yes,81,60,E3,25.93,14.07,-9.41,No,No,Male,Direct,10,BFSI,Bangalore,35,Not Joined
2235998,No,1,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Noida,26,Joined
2236082,No,0,0,E2,30,-4,-26.15,No,No,Male,Employee Referral,6,INFRA,Noida,32,Joined
2236306,Yes,55,30,E1,30.81,30.81,0,No,No,Male,Direct,5,ERS,Bangalore,26,Joined
2236369,Yes,0,0,E1,41.82,41.82,0,Yes,No,Male,Employee Referral,3,ETS,Bangalore,25,Joined
2236380,Yes,69,75,E2,37.93,29.31,-6.25,No,No,Male,Agency,6,ERS,Bangalore,29,Joined
2236465,Yes,41,60,E2,56.56,56.56,0,No,No,Male,Employee Referral,4,INFRA,Noida,26,Joined
2236739,Yes,85,90,E1,32.08,22.64,-7.14,No,No,Male,Direct,3,ETS,Chennai,27,Joined
2237720,No,3,0,E0,42.86,42.86,0,No,No,Female,Employee Referral,0,CSMP,Noida,24,Joined
2238088,No,5,90,E2,71.43,48.57,-13.33,No,No,Male,Employee Referral,5,INFRA,Noida,30,Not Joined
2238573,Yes,,30,E2,50.54,39.79,-7.14,No,Yes,Female,Employee Referral,2,SALES,Noida,30,Joined
2238662,Yes,11,60,E1,36.36,30,-4.67,No,No,Male,Employee Referral,4,BFSI,Bangalore,28,Joined
2239130,No,1,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Chennai,26,Joined
2239150,Yes,7,45,E1,18.18,-18.18,-30.77,No,No,Female,Agency,3,ERS,Noida,28,Not Joined
2239367,Yes,77,30,E1,45.83,25,-14.29,No,No,Male,Employee Referral,3,BFSI,Bangalore,30,Joined
2239614,Yes,,30,E1,41.51,41.51,0,No,No,Male,Employee Referral,4,CORP,Noida,29,Joined
2239647,No,7,30,E1,66.67,43.33,-14,No,No,Male,Employee Referral,3,CSMP,Noida,26,Joined
2239750,No,39,30,E1,60.71,26.79,-21.11,No,No,Male,Employee Referral,2,BFSI,Bangalore,26,Joined
2240669,No,16,30,E1,6.06,6.06,0,No,No,Male,Employee Referral,7,INFRA,Noida,35,Joined
2240823,No,5,30,E1,19.05,2.86,-13.6,No,No,Male,Employee Referral,2,INFRA,Noida,24,Joined
2240919,Yes,14,30,E1,40,50,7.14,No,No,Male,Employee Referral,5,ETS,Noida,24,Joined
2241021,Yes,47,60,E1,17.82,17.82,0,No,No,Male,Employee Referral,6,CSMP,Noida,33,Not Joined
2241124,No,14,90,E1,40.35,36.84,-2.5,No,No,Female,Employee Referral,3,EAS,Noida,25,Not Joined
2241289,No,3,60,E2,31.82,31.82,0,No,No,Female,Employee Referral,6,BFSI,Gurgaon,29,Not Joined
2241394,No,1,0,E3,21.27,21.27,0,No,Yes,Male,Employee Referral,9,INFRA,Noida,30,Joined
2241432,No,2,60,E2,38.46,29.23,-6.67,No,No,Male,Direct,8,INFRA,Noida,29,Joined
2241540,Yes,29,30,E2,50,37.5,-8.33,No,No,Male,Direct,5,INFRA,Noida,33,Joined
2241564,No,6,75,E1,43.59,43.59,0,No,Yes,Female,Direct,3,ETS,Noida,26,Joined
2241649,No,0,30,E2,42.86,30.95,-8.33,No,No,Male,Employee Referral,5,INFRA,Noida,28,Not Joined
2241849,No,,30,E2,,42.86,,No,No,Male,Direct,6,INFRA,Noida,27,Not Joined
2241897,No,2,30,E2,30,-9.09,-30.07,No,No,Male,Direct,3,INFRA,Noida,29,Not Joined
2242358,Yes,10,75,E1,33.33,71.11,28.33,No,No,Male,Employee Referral,4,ERS,Noida,32,Not Joined
2242995,Yes,0,30,E1,46.31,27.23,-13.04,No,No,Male,Employee Referral,2,INFRA,Noida,24,Joined
2243105,No,,75,E1,56,18,-24.36,No,No,Male,Employee Referral,4,ERS,Noida,31,Not Joined
2243187,Yes,,30,E1,12.73,12.73,0,No,No,Male,Employee Referral,4,CORP,Noida,29,Joined
2243583,No,0,0,E2,34.81,34.81,0,No,Yes,Male,Direct,3,INFRA,Chennai,27,Joined
